,"Assignment ID","Submit Time","WorkerId","HITId","Prolific ID","Trial order","Selection 1","Selection 2","Selection 3","Selection 4","Selection 5","Selection 6","Selection 7","Selection 8","Selection 9","Selection 10","Selection 11","Selection 12","Selection 13","Selection 14","Selection 15","Selection 16","Selection 17","Selection 18","Selection 19","Selection 20","Selection 21","Selection 22","Selection 23","Selection 24","Selection 25","Selection 26","Selection 27","Selection 28","Selection 29","Accurate 1","Accurate 2","Accurate 3","Accurate 4","Accurate 5","Accurate 6","Accurate 7","Accurate 8","Accurate 9","Accurate 10","Accurate 11","Accurate 12","Accurate 13","Accurate 14","Accurate 15","Accurate 16","Accurate 17","Accurate 18","Accurate 19","Accurate 20","Accurate 21","Accurate 22","Accurate 23","Accurate 24","Accurate 25","Accurate 26","Accurate 27","Accurate 28","Accurate 29","Rt 1","Rt 2","Rt 3","Rt 4","Rt 5","Rt 6","Rt 7","Rt 8","Rt 9","Rt 10","Rt 11","Rt 12","Rt 13","Rt 14","Rt 15","Rt 16","Rt 17","Rt 18","Rt 19","Rt 20","Rt 21","Rt 22","Rt 23","Rt 24","Rt 25","Rt 26","Rt 27","Rt 28","Rt 29","ClickedX 1","ClickedX 2","ClickedX 3","ClickedX 4","ClickedX 5","ClickedX 6","ClickedX 7","ClickedX 8","ClickedX 9","ClickedX 10","ClickedX 11","ClickedX 12","ClickedX 13","ClickedX 14","ClickedX 15","ClickedX 16","ClickedX 17","ClickedX 18","ClickedX 19","ClickedX 20","ClickedX 21","ClickedX 22","ClickedX 23","ClickedX 24","ClickedX 25","ClickedX 26","ClickedX 27","ClickedX 28","ClickedX 29","ClickedY 1","ClickedY 2","ClickedY 3","ClickedY 4","ClickedY 5","ClickedY 6","ClickedY 7","ClickedY 8","ClickedY 9","ClickedY 10","ClickedY 11","ClickedY 12","ClickedY 13","ClickedY 14","ClickedY 15","ClickedY 16","ClickedY 17","ClickedY 18","ClickedY 19","ClickedY 20","ClickedY 21","ClickedY 22","ClickedY 23","ClickedY 24","ClickedY 25","ClickedY 26","ClickedY 27","ClickedY 28","ClickedY 29"
24,P2YBZ4ALDRE5MZ8W89KZ85,2025-10-16T13:30:19+00:00,,,68c97fefc771fe12d5da1ef4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,2,N/A,1,3,2,3,2,2,3,3,3,1,3,4,4,2,1,1,3,1,2,4,2,N/A,true,true,true,true,N/A,false,N/A,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,true,true,N/A,10334,9508,8034,28397,N/A,15442,N/A,7993,16883,13123,11820,38794,16608,23871,11631,16444,3945,6731,10630,14565,11636,18457,33002,36528,24290,7044,13032,6585,N/A,21.73,37.82,41.64,37.91,N/A,33.73,N/A,34.91,58.82,35.36,61.91,34.91,35.64,58,60.18,60.91,16,58.45,81.09,87.36,40,15.73,10.27,59.64,14.45,35.91,82,37.64,N/A,28.27,77.38,78.84,61.23,N/A,69.63,N/A,83.2,72.86,71.73,70.11,82.88,77.22,64.62,72.54,73.18,75.61,74.31,72.21,77.87,79.32,71.57,68.01,78.35,79.64,78.03,79.97,75.61,N/A
25,5HAUTJHO3J8N5U99XID44G,2025-10-16T13:34:43+00:00,,,66df1a0ecaeaa481c05c1060,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,1,N/A,1,3,2,2,1,4,4,3,1,1,3,4,3,3,1,3,3,3,2,2,1,N/A,true,true,true,true,N/A,false,N/A,true,false,true,false,false,false,false,true,true,true,true,true,false,false,true,false,true,false,true,false,false,N/A,40039,39694,8109,9916,N/A,8155,N/A,9636,9974,6329,11863,28720,4525,7421,10107,17281,6526,27639,12007,11740,5278,4934,5439,5585,19829,6048,25900,39595,N/A,45,45.82,49.55,38.18,N/A,10.18,N/A,49.27,61.09,37.64,35.73,13.91,81.91,85.18,63.09,12.18,10.36,62.64,84,59.91,59.91,12.73,56.64,60.36,58.27,38.45,37.64,11.73,N/A,80.61,77.38,80.78,77.06,N/A,64.14,N/A,79.64,73.34,73.67,75.12,73.34,77.87,75.93,79.97,67.85,63,76.09,70.6,62.36,62.36,72.7,77.54,73.02,80.61,77.06,72.7,69.47,N/A
26,T1140W4L00R1HWHDH36Q0T,2025-10-16T13:33:29+00:00,,,66bdf79c29a4dd71ff4de0d0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,4,N/A,4,N/A,1,1,2,3,2,2,3,3,3,1,3,4,2,1,3,4,1,3,2,2,1,N/A,true,true,true,false,N/A,true,N/A,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,false,true,false,false,N/A,3761,2388,1848,5494,N/A,5820,N/A,13287,2599,36986,3505,12988,8379,5278,52494,3090,2681,3108,6517,8880,5182,2140,10569,4210,3669,9111,15130,31422,N/A,52.09,53.73,48.91,82.27,N/A,88.18,N/A,58.36,17.82,34,64.91,34.73,36.82,60,62.18,62.82,16.73,59.91,85.27,37.45,14.73,56.64,82.82,12.36,59.55,35.91,39,13,N/A,82.23,79,83.84,63.81,N/A,72.7,N/A,82.07,70.92,68.66,76.9,72.21,79.32,72.21,69.47,69.47,70.6,64.78,66.07,80.29,70.92,63.97,70.76,69.14,74.96,73.18,72.86,68.01,N/A
27,PGG2REKUPGATD6TI7TJH,2025-10-16T13:35:36+00:00,,,5ee5e3b02eebe932ee9559c5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,3,N/A,1,1,2,3,2,2,3,3,3,1,3,4,2,2,3,1,3,1,2,3,1,N/A,true,true,true,true,N/A,false,N/A,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,false,true,false,true,false,false,N/A,12523,12643,3648,3924,N/A,20211,N/A,4186,7549,7009,7465,9448,10109,12532,4041,6268,7688,5601,7465,13789,14436,9532,25744,14537,11356,7080,17296,9864,N/A,49.27,46.27,47.64,36,N/A,59.09,N/A,39.18,14.82,34.82,57.91,37,36.45,62.82,59.64,59.55,16.73,60.64,89.36,34.73,36.55,61.27,11.73,64.09,9.45,31.91,59.09,11.27,N/A,80.29,79.32,81.26,72.7,N/A,74.64,N/A,81.74,69.95,79.81,67.85,68.34,71.41,68.17,72.05,64.46,69.79,64.62,66.24,72.54,73.51,71.57,68.5,71.24,72.86,72.05,72.05,74.15,N/A
28,SLN5ZF5XNMGCMYGQ4ZBE55,2025-10-16T13:39:55+00:00,,,67e494e108181d6621738771,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,4,N/A,3,N/A,1,3,2,1,2,2,4,3,1,1,2,3,1,3,3,2,4,4,2,2,3,N/A,true,true,true,false,N/A,false,N/A,true,false,true,false,true,true,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,N/A,28393,19372,3570,4039,N/A,6979,N/A,5892,1946,2659,2504,2485,2989,4310,2167,2114,1707,3385,2910,3404,1793,3175,4277,2573,2834,1578,1752,2772,N/A,73.27,49.64,48.73,85.18,N/A,64.18,N/A,45.09,61.82,37.82,13.09,33.55,32.55,86.09,59.18,16.27,15.09,36.45,63.45,12.82,58.45,60.09,39.91,86.73,86.45,39.91,40.55,59.55,N/A,30.05,83.68,84.81,69.14,N/A,70.11,N/A,80.61,72.21,69.31,73.99,65.11,66.07,67.04,70.11,77.06,76.41,73.51,72.05,74.96,66.24,69.31,72.21,73.18,64.46,73.83,71.57,72.21,N/A
29,G46X0KO3IUME36NEK49I9O,2025-10-16T13:40:10+00:00,,,66199822c723a66ae0d5fc24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,4,N/A,1,4,2,3,2,4,3,3,3,3,3,4,4,2,3,3,3,2,2,4,3,N/A,true,true,true,true,N/A,true,N/A,true,false,true,true,true,false,true,true,false,false,true,true,true,false,false,false,true,false,true,true,false,N/A,7872,7103,3157,9560,N/A,5530,N/A,4178,10934,2817,2598,2065,9211,4931,2331,4864,10048,2902,4261,5136,8861,2347,12743,9172,6334,3801,21054,3561,N/A,51.55,53.55,56.36,39,N/A,83.27,N/A,52.82,82.73,41.27,57.82,37.64,91.45,55.73,58.82,64.73,63.91,62.73,88.18,86.82,37,63.36,61.09,63.55,41.73,36.55,87.27,58.18,N/A,80.78,80.61,83.68,82.55,N/A,74.96,N/A,81.26,69.79,74.31,70.11,71.89,69.14,78.35,78.19,77.06,75.28,80.94,80.29,73.99,73.02,67.85,79.97,78.51,81.26,76.74,79,74.96,N/A
30,GM84160DASE2RQ6A36NV0J,2025-10-16T13:45:11+00:00,,,67ae87b0d1835460d0a99abd,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,4,N/A,4,N/A,1,1,2,3,2,4,1,3,3,1,3,4,1,1,3,3,4,1,2,4,1,N/A,true,true,true,false,N/A,true,N/A,true,true,true,true,true,false,false,true,false,true,true,true,false,true,false,false,false,false,true,true,false,N/A,22507,23802,6251,19671,N/A,17283,N/A,6078,14063,15575,10195,13581,13089,14898,26597,13487,8849,8023,24045,32825,13019,14610,14423,7765,12846,5787,11141,13022,N/A,57.45,52.27,41.36,85.27,N/A,85.27,N/A,46.73,13.55,39.45,60.91,40.64,81.73,15.82,62,62,12.91,60,82.27,16.45,13.91,61.27,61.55,85.64,13.45,38.27,83.45,15.45,N/A,81.91,79,83.36,67.53,N/A,74.47,N/A,79.64,74.64,77.22,76.41,78.03,80.61,79.64,76.09,77.87,77.54,79.64,74.64,75.12,78.19,76.74,77.71,78.19,73.99,77.71,77.38,75.44,N/A
31,CYKQGJC46E47XAQ8WIE4YI,2025-10-16T13:41:53+00:00,,,5deacc35443d0b1fe86a4f32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,4,N/A,1,3,3,3,2,2,3,3,1,3,3,4,2,3,3,3,3,4,2,4,2,N/A,true,true,true,true,N/A,true,N/A,true,false,false,true,true,true,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,N/A,2365,9311,629,3023,N/A,6018,N/A,810,2635,2969,1294,4523,2589,3726,2432,1585,1658,15227,1197,2730,1501,1789,31442,810,2320,1780,3468,1208,N/A,47.36,45.55,45.55,40.36,N/A,84.82,N/A,42.73,61.45,59,64.36,40.64,40.27,58.82,58.82,14,57.73,59.18,83.27,39.73,56.73,59.73,61.18,61.18,80.64,41.36,82.64,37.91,N/A,83.2,82.39,82.39,69.31,N/A,73.83,N/A,75.61,75.44,75.93,76.09,76.41,78.35,72.37,72.37,73.67,70.6,74.96,73.18,77.38,77.54,76.9,73.99,73.99,81.58,72.37,77.06,73.83,N/A
32,WW54LZAH4H8NULVI9DTGO,2025-10-16T14:11:13+00:00,,,67842c60c9cba1e154a69bbd,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,3,N/A,2,N/A,1,2,3,1,2,2,4,1,2,4,4,3,1,4,4,1,4,3,4,4,4,N/A,true,true,true,false,N/A,false,N/A,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,N/A,9936,4246,2538,3740,N/A,1310,N/A,1081,2846,1621,4631,3790,3231,4239,4774,3183,3887,3687,3637,2056,3310,2309,2095,5119,2272,4212,2703,3047,N/A,48.09,49,49.36,58.55,N/A,45.64,N/A,50.27,38.91,63,8.45,49.18,35.73,82.18,13.45,35.36,84.55,85.45,58.45,11,83.36,86.73,12.09,82.45,62.45,82.82,81.36,82.64,N/A,80.78,79.48,83.04,62.2,N/A,64.62,N/A,79.48,67.85,69.31,71.41,29.73,72.21,66.56,67.21,67.37,70.76,66.07,66.07,66.72,72.21,64.46,69.47,67.53,68.98,66.72,64.94,66.07,N/A
33,1M202FJMWJ82212Y8K8AU5,2025-10-16T16:21:27+00:00,,,55dbdc9d50a1f7001190d753,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,3,N/A,1,1,2,3,1,4,4,3,1,1,3,4,2,3,2,3,4,3,3,4,2,N/A,true,true,true,true,N/A,false,N/A,true,true,true,true,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,true,N/A,6690,6345,938,4444,N/A,5720,N/A,12535,6922,4318,4280,9037,5311,33044,2493,1985,2295,3403,4414,10428,2983,9597,3446,36225,5958,2596,4945,17161,N/A,41.18,45.45,46.45,39.45,N/A,58,N/A,54,17.91,40.27,62.36,13.64,87.73,87.27,61.27,14.55,10.09,55.91,82.45,40.27,56.55,37.55,61.55,80.64,62.09,59.91,83.73,42.18,N/A,83.36,76.41,81.91,77.06,N/A,71.73,N/A,81.26,75.93,79.48,78.03,74.15,73.99,75.44,73.51,73.99,69.63,78.03,74.64,78.03,69.95,71.57,73.34,78.03,82.07,81.26,69.79,77.87,N/A
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
